brand,storeId,storeName,avg4w,weeksData,coverageCurrent,coverageResult,diffGoal,devPct,status,losesCoverage,trend,w1,w2,w3,w4
Dembow - Turbo,900473645,Dembow - Chapinero - Turbo,0.9875,2,2400,2400,-1.0125,-0.50625,🟢 Saludable,No,Sin datos suficientes,1.1,0.875,,
La Cuadra - Turbo,900426535,La Cuadra - Bucaramanga - Turbo,0.9785301894,4,3000,3000,-1.021469811,-0.5107349053,🟢 Saludable,No,Estable,0.8605610297,1.294827586,0.8260317238,0.9327004177
Foodology Court - Turbo,900465147,Foodology Manila - Turbo Cra. 42 #10-65,0.9656251458,4,3000,3000,-1.034374854,-0.5171874271,🟢 Saludable,No,Estable,0.27083325,1.533333333,0.391667,1.666667
Mañanero Diario - Turbo,900443494,Mañanero diario Laureles - Turbo,0.9558332,2,3000,3000,-1.0441668,-0.5220834,🟢 Saludable,No,Empeorando,0.3533334,,1.558333,
Burritos & Co - Turbo,900410568,Burritos And Co Laureles - Turbo,0.9551109023,4,2700,2700,-1.044889098,-0.5224445489,🟢 Saludable,No,Estable,0.9512232477,1.071148437,1.02240143,0.7756704943
Frost By Oreo - Turbo,900488841,Frost By Oreo Arrecife - Turbo,0.9538889,4,2700,2700,-1.0461111,-0.52305555,🟢 Saludable,No,Estable,1.15,0.6766666,0.6305555,1.3583335
Bottaniko - Turbo,900472880,Bottaniko - Ingenio - Turbo,0.95,1,2400,2400,-1.05,-0.525,🟢 Saludable,No,Sin datos suficientes,0.95,,,
Desayuno Mi Tierrita - Turbo,900465158,Desayuno Mi Tierrita Usaquén - Turbo,0.9416665,1,3000,3000,-1.0583335,-0.52916675,🟢 Saludable,No,Sin datos suficientes,0.9416665,,,
Almuerzos D´la Casa - Turbo,900475128,Almuerzos D` la Casa - Ingenio - Turbo,0.9390972125,4,3000,3000,-1.060902788,-0.5304513938,🟢 Saludable,No,Empeorando,0.225,0.8466666,1.0305555,1.65416675
Mañanero Diario - Turbo,900475200,Mañanero Andes - Turbo,0.922222125,4,3000,3000,-1.077777875,-0.5388889375,🟢 Saludable,No,Empeorando,0,0.822222,0.533333,2.3333335
Avocalia Turbo,900401243,Avocalia Usaquén - Turbo,0.9213749425,4,3000,3000,-1.078625057,-0.5393125287,🟢 Saludable,No,Estable,0.8506060909,1.20163398,0.3581081351,1.275151564
Vicio - Turbo,900489022,Vicio Arrecife - Turbo,0.920833375,4,2700,2700,-1.079166625,-0.5395833125,🟢 Saludable,No,Estable,0.666667,0.975,2.0416665,0
Cacerola - Turbo,900416207,Cacerola Santa Monica - Cali - Turbo,0.916667,1,3000,3000,-1.083333,-0.5416665,🟢 Saludable,No,Sin datos suficientes,,,0.916667,
Mañanero Diario - Turbo,900443502,Mañanero diario Villa del Prado - Turbo,0.916667,2,2700,2700,-1.083333,-0.5416665,🟢 Saludable,No,Estable,1.016667,,0.816667,
Vicio - Turbo,900400178,Vicio Castellana - Turbo,0.9166666667,3,2700,2700,-1.083333333,-0.5416666667,🟢 Saludable,No,Empeorando,0,0,,2.75
Honest Food Fdl - Turbo,900472136,Honest Food Usaquen - Turbo,0.9138773656,4,3000,3000,-1.086122634,-0.5430613172,🟢 Saludable,No,Estable,0.3416666818,0.847916625,1.1455556,1.320370556
Alba Vegetarian - Turbo,900443016,Alba Vegetarian - San Fernando - Turbo,0.8851852111,3,2700,2700,-1.114814789,-0.5574073944,🟢 Saludable,No,Estable,1.4166668,0.6888888333,0.55,
Vicio - Turbo,900420288,Vicio Kennedy - Turbo,0.88333325,2,2700,2700,-1.11666675,-0.558333375,🟢 Saludable,No,Mejorando,,1.4666665,0.3,
Foodology Court - Turbo,900471304,Foodology Kennedy - Turbo,0.883333,1,3000,3000,-1.116667,-0.5583335,🟢 Saludable,No,Sin datos suficientes,,,0.883333,
Burritos & Co - Turbo,900410576,Burritos & Co Manila - Medellin - Turbo,0.88217914,4,3000,3000,-1.11782086,-0.55891043,🟢 Saludable,No,Estable,0.9053691007,1.096226428,0.7385964662,0.7885245656
Monteverde - Turbo,900450776,Monteverde Manila - Turbo,0.8803876086,4,3000,3000,-1.119612391,-0.5598061957,🟢 Saludable,No,Estable,0.6679011667,0.8359259111,0.81936275,1.198360607
Dembow - Turbo,900473642,Dembow - Cabecera - Turbo,0.875,2,3000,3000,-1.125,-0.5625,🟢 Saludable,No,Empeorando,,0,1.75,
Frost By Oreo - Turbo,900400261,Frost By Oreo Usaquén - Turbo,0.87041665,4,3000,3000,-1.12958335,-0.564791675,🟢 Saludable,No,Estable,0.0566666,1.616666667,0.08333333333,1.725
la Cuadra Desayunos Caseros - Turbo,900470910,La Cuadra Desayunos Caseros Cabecera - Turbo,0.8694441667,3,3000,3000,-1.130555833,-0.5652779167,🟢 Saludable,No,Estable,0.333333,1.233333,1.0416665,
Honest Food Fdl - Turbo,900472143,Honest Food Manila - Turbo,0.8436421971,4,3000,3000,-1.156357803,-0.5781789015,🟢 Saludable,No,Estable,0.6847826522,1.022881305,0.5035714643,1.163333367
Green House Fd - Turbo,900438448,Green House Usaquen - Turbo,0.837782547,4,3000,3000,-1.162217453,-0.5811087265,🟢 Saludable,No,Estable,0.6454861042,1.027435908,0.7397727273,0.938435449
Selvatiko. - Turbo,900475115,Selvatiko. Barranquilla Norte - Turbo,0.8333335,2,2700,2700,-1.1666665,-0.58333325,🟢 Saludable,No,Sin datos suficientes,,,1.25,0.416667
Cacerola - Turbo,900473672,Cacerola - Cabecera - Turbo,0.833333,1,2100,2100,-1.166667,-0.5833335,🟢 Saludable,No,Sin datos suficientes,0.833333,,,
Ñamgucheria Sandwiches - Turbo,900439226,Ñamguchería Usaquen - Turbo,0.8247360744,4,3000,3000,-1.175263926,-0.5876319628,🟢 Saludable,No,Estable,0.4942982632,0.8169491864,1.086363568,0.90133328
Almuerzos D´la Casa - Turbo,900471213,Almuerzos D´la Casa - Manila - Turbo,0.8064583167,4,3000,3000,-1.193541683,-0.5967708417,🟢 Saludable,No,Estable,0.6849999,1.026388833,0.4366667,1.077777833
Casa Arabe - Turbo,900477856,Casa Árabe Usaquen - Turbo,0.799097175,4,3000,3000,-1.200902825,-0.6004514125,🟢 Saludable,No,Estable,1.4033332,0.5250001667,0.5305553333,0.7375
La Cuadra - Turbo,900416194,La Cuadra - Usaquén - Turbo,0.7956155483,4,3000,3000,-1.204384452,-0.6021922258,🟢 Saludable,No,Estable,0.51309525,0.5650001,0.6521738696,1.452192974
Helados San Jerónimo - Turbo,900426595,Heladería San Jerónimo Andes - Turbo,0.7749999875,4,3000,3000,-1.225000013,-0.6125000063,🟢 Saludable,No,Estable,0.2125,0.80416675,0.8,1.2833332
Monteverde - Turbo,900450765,Monteverde Cabecera - Turbo,0.7747221972,4,3000,3000,-1.225277803,-0.6126389014,🟢 Saludable,No,Estable,1.2044444,0.7888888889,0.435416625,0.670138875
Frost By Oreo - Turbo,900409684,Frost By Oreo Chapinero - Turbo,0.7700164851,4,2700,2700,-1.229983515,-0.6149917574,🟢 Saludable,No,Estable,0.668889,1.434722083,0.7523808571,0.224074
La Cuadra - Turbo,900416201,La Cuadra Manila - Medellin - Turbo,0.7595692273,4,3000,3000,-1.240430773,-0.6202153864,🟢 Saludable,No,Estable,0.6124338889,0.7907103607,0.6646198596,0.9705128
Alba Vegetarian - Turbo,900443012,Alba Vegetarian - Usaquen - Turbo,0.7576389583,4,3000,3000,-1.242361042,-0.6211805208,🟢 Saludable,No,Estable,0.3,0.9333335,1.372222333,0.425
Selvatiko. - Turbo,900475113,Selvatiko. Kennedy - Turbo,0.75,2,3000,3000,-1.25,-0.625,🟢 Saludable,No,Estable,0.666667,,0.833333,
Señor Burrito. - Turbo,900482004,Señor Burrito Cartagena - Turbo,0.7479166875,4,2400,2400,-1.252083313,-0.6260416563,🟢 Saludable,No,Mejorando,1.15,1.34166675,0.5,0
Burrito Cantina - Turbo,900467384,Burrito Cantina Bucaramanga - Turbo,0.7381944583,4,2700,2700,-1.261805542,-0.6309027708,🟢 Saludable,No,Estable,1.344444333,0.7083335,0.9,0
Bottaniko - Turbo,900475790,Bottaniko - Kennedy - Turbo,0.733333,1,3000,3000,-1.266667,-0.6333335,🟢 Saludable,No,Sin datos suficientes,,0.733333,,
Foodology Court - Turbo,900481814,Foodology Cartagena - Turbo,0.733333,1,3000,3000,-1.266667,-0.6333335,🟢 Saludable,No,Sin datos suficientes,,,,0.733333
Burritos & Co - Turbo,900410575,Burritos & Co Usaquen - Turbo,0.7310210957,4,3000,3000,-1.268978904,-0.6344894521,🟢 Saludable,No,Estable,0.3735294706,0.8724137931,0.73583335,0.9423077692
Avocalia Turbo,900405545,Avocalia - Manila - Turbo,0.7299903143,4,3000,3000,-1.270009686,-0.6350048428,🟢 Saludable,No,Estable,0.4937036944,0.951966264,0.6993859579,0.7749053409
Mañanero Diario - Turbo,900443496,Mañanero Diario Usaquén - Turbo,0.725,4,3000,3000,-1.275,-0.6375,🟢 Saludable,No,Mejorando,0.483333,1.916667,0.5,0
Sanduches el Jefe - Turbo,900419505,Sandwich el Jefe Usaquen - Turbo Calle 120A #3A11 236,0.7186110333,4,3000,3000,-1.281388967,-0.6406944833,🟢 Saludable,No,Estable,0.333333,0.5466668,1.127777667,0.8666666667
Acpm Corrientazo - Turbo,900467505,Acpm Corrientazo Laureles - Turbo,0.7027777778,3,2700,2700,-1.297222222,-0.6486111111,🟢 Saludable,No,Estable,0.2333333333,,0.691667,1.183333
Desayunos Colombianos - Turbo,900480301,Desayunos Colombianos Ingenio - Turbo,0.7,2,2400,2400,-1.3,-0.65,🟢 Saludable,No,Sin datos suficientes,1.066667,0.333333,,
Señor Burrito. - Turbo,900467424,Señor Burrito Cabecera - Turbo,0.6879464107,4,2700,2700,-1.312053589,-0.6560267946,🟢 Saludable,No,Estable,0.8476191429,0.2166665,1.5458335,0.1416665
Cinnabon - Turbo,900402238,Cinnabon Usaquén - Turbo,0.6841044098,4,3000,3000,-1.31589559,-0.6579477951,🟢 Saludable,No,Estable,0.5705555333,0.4480391176,0.7390350789,0.9787879091
Alba Vegetarian - Turbo,900443014,Alba Vegetarian - Manila - Turbo,0.6641616667,4,3000,3000,-1.335838333,-0.6679191667,🟢 Saludable,No,Empeorando,0.347619,0.05416675,0.87708325,1.377777667
Helados San Jerónimo - Turbo,900400750,Heladería San Jerónimo Castellana - Turbo Calle 93  247,0.6625378455,4,3000,3000,-1.337462155,-0.6687310773,🟢 Saludable,No,Estable,1.5733333,0.38,0.3649999,0.3318181818
Pret Sandwich Bistro - Turbo,900416175,Pret Sándwich Bistro Usaquen - Turbo,0.6513890417,4,3000,3000,-1.348610958,-0.6743054792,🟢 Saludable,No,Estable,1.205555667,0.3833335,0.816667,0.2
Foodology Court - Turbo,900465151,Foodology Usaquen - Turbo Cl. 120a #3,0.65,2,3000,3000,-1.35,-0.675,🟢 Saludable,No,Sin datos suficientes,,,0.466667,0.833333
Almuerzos D´la Casa - Turbo,900471203,Almuerzos D´la Casa - Barranquilla Norte - Turbo,0.6357905717,4,3000,3000,-1.364209428,-0.6821047142,🟢 Saludable,No,Estable,0.8987179231,0.7,0.311111,0.6333333636
Acpm Corrientazo - Turbo,900467508,Acpm Corrientazo Barranquilla Norte - Turbo,0.6318054667,4,3000,3000,-1.368194533,-0.6840972667,🟢 Saludable,No,Estable,0.725,0.2133332,1.194444333,0.3944443333
Frost By Oreo - Turbo,900410135,Frost By Oreo Barranquilla Norte - Turbo,0.6227678393,4,3000,3000,-1.377232161,-0.6886160804,🟢 Saludable,No,Estable,0.40833325,0.8238095714,0.6380952857,0.62083325
Helados San Jerónimo - Turbo,900409698,Heladería San Jerónimo Chapinero - Turbo,0.611267644,4,3000,3000,-1.388732356,-0.694366178,🟢 Saludable,No,Estable,0.8366666,0.7984848182,0.4868421579,0.323077
Frost By Oreo - Turbo,900405219,Frost By Oreo Villa Del Prado - Turbo,0.6086111583,4,3000,3000,-1.391388842,-0.6956944208,🟢 Saludable,No,Estable,0.3444443333,0.5566668,0.80416675,0.72916675
Bottaniko - Turbo,900488274,Bottaniko Arrecife - Turbo,0.6,1,3000,3000,-1.4,-0.7,🟢 Saludable,No,Sin datos suficientes,,,,0.6
Señor Burrito. - Turbo,900473587,Señor Burrito - Ingenio - Turbo,0.5888886667,3,2100,2100,-1.411111333,-0.7055556667,🟢 Saludable,No,Estable,0.283333,1.1416665,0.3416665,
Cinnabon - Turbo,900405125,Cinnabon Manila - Turbo,0.5881362206,4,3000,3000,-1.411863779,-0.7059318897,🟢 Saludable,No,Estable,0.5892361458,0.5064971695,0.60499998,0.651811587
Mañanero Diario - Turbo,900443503,Mañanero diario Barranquilla Norte - Turbo CHURNEADO,0.57916675,2,2700,2700,-1.42083325,-0.710416625,🟢 Saludable,No,Sin datos suficientes,,,0.3416665,0.816667
Alba Vegetarian - Turbo,900443015,Alba Vegetarian - Norte - Turbo,0.570833375,4,2700,2700,-1.429166625,-0.7145833125,🟢 Saludable,No,Estable,0.2666665,0.516667,0,1.5
Helados San Jerónimo - Turbo,900410462,Heladería San Jerónimo Barranquilla Norte - Turbo,0.5602054907,4,3000,3000,-1.439794509,-0.7198972547,🟢 Saludable,No,Estable,0.342857,0.8974359231,0.6023809286,0.3981481111
Selvatiko. - Turbo,900472668,Selvatiko. Ingenio - Turbo,0.55,1,2400,2400,-1.45,-0.725,🟢 Saludable,No,Sin datos suficientes,,,,0.55
Doritos Locos By Dorito - Turbo,900473563,Doritos Locos By Dorito Andes - Turbo,0.5445285783,4,3000,3000,-1.455471422,-0.7277357109,🟢 Saludable,No,Estable,0.7925925556,0.7537036667,0,0.6318180909
Frost By Oreo - Turbo,900426530,Frost by Oreo Andes - Turbo,0.537559533,4,3000,3000,-1.462440467,-0.7312202335,🟢 Saludable,No,Estable,0.4133334,0.7619048571,0.416666625,0.55833325
Helados San Jerónimo - Turbo,900426594,Heladería San Jerónimo Bucaramanga - Turbo,0.5355901542,4,3000,3000,-1.464409846,-0.7322049229,🟢 Saludable,No,Estable,0.38958325,1.0333332,0.3944443333,0.3249998333
Mañanero Diario - Turbo,900481971,Mañanero Cartagena - Turbo,0.5333335,2,2700,2700,-1.4666665,-0.73333325,🟢 Saludable,No,Sin datos suficientes,1.05,0.016667,,
Burrito Cantina - Turbo,900467381,Burrito Cantina Usaquén - Turbo,0.533333,2,3000,3000,-1.466667,-0.7333335,🟢 Saludable,No,Estable,0.333333,,,0.733333
Señor Burrito. - Turbo,900467416,Señor Burrito Usaquen - Turbo,0.5197916042,4,3000,3000,-1.480208396,-0.7401041979,🟢 Saludable,No,Estable,0.7166666667,0.15,0.47916675,0.733333
Helados San Jerónimo - Turbo,900420290,San Jeronomio - Colina - Turbo,0.5136008737,4,3000,3000,-1.486399126,-0.7431995632,🟢 Saludable,No,Estable,0.3284313529,0.8972221667,0.527083375,0.3016666
Vicio - Turbo,900420289,Vicio Colina - Turbo,0.5121031083,4,3000,3000,-1.487896892,-0.7439484458,🟢 Saludable,No,Estable,0.25,0.3888888333,0.642857,0.7666666
Almuerzos D´la Casa - Turbo,900464931,Almuerzos D´la Casa - Usaquen - Turbo,0.5029762024,4,3000,3000,-1.497023798,-0.7485118988,🟢 Saludable,No,Estable,0.9055556667,0.2452381429,0,0.861111
Mañanero Diario - Turbo,900475198,Mañanero Ingenio - Turbo,0.5,1,2400,2400,-1.5,-0.75,🟢 Saludable,No,Sin datos suficientes,,,0.5,
Acpm Corrientazo - Turbo,900467507,Acpm Corrientazo Bucaramanga - Turbo,0.4986113333,2,2700,2700,-1.501388667,-0.7506943333,🟢 Saludable,No,Estable,,0.791667,0.2055556667,
Monteverde - Turbo,900450766,Monteverde Usaquen - Turbo,0.4948926647,4,3000,3000,-1.505107335,-0.7525536677,🟢 Saludable,No,Estable,0.1616666,0.598958375,0.3074072222,0.9115384615
House Of Salads - Turbo,900445678,House Of Salad Usaquen - Turbo,0.4745237905,4,2700,2700,-1.52547621,-0.7627381048,🟢 Saludable,No,Estable,0.25,1.071428429,0.2333333333,0.3433334
Vicio - Turbo,900405129,Vicio Villa Del Prado - Turbo,0.468055375,4,3000,3000,-1.531944625,-0.7659723125,🟢 Saludable,No,Estable,0.8166665,0.4166663333,0.261111,0.3777776667
Local Cocina Consciente - Turbo,900489031,Local Cocina Consciente Arrecife - Turbo,0.466667,2,2700,2700,-1.533333,-0.7666665,🟢 Saludable,No,Estable,,0.266667,0.666667,
Cacerola - Turbo,900416213,Cacerola Usaquen - Turbo,0.4583335,2,3000,3000,-1.5416665,-0.77083325,🟢 Saludable,No,Mejorando,0.916667,,0,
Pret Sandwich Bistro - Turbo,900488980,Pret Sandwich Bistro Arrecife - Turbo,0.45,1,1,1,-1.55,-0.775,🟢 Saludable,No,Sin datos suficientes,,,,0.45
Helados San Jerónimo - Turbo,900405135,Heladería San Jerónimo Laureles - Turbo,0.4425694083,4,3000,3000,-1.557430592,-0.7787152958,🟢 Saludable,No,Estable,0.3541665,0.3833331667,0.7944446667,0.2383333
Dembow - Turbo,900473656,Dembow - Usaquen - Turbo,0.427083375,2,3000,3000,-1.572916625,-0.7864583125,🟢 Saludable,No,Sin datos suficientes,0.25,0.60416675,,
Almuerzos D´la Casa - Turbo,900473543,Almuerzos D´la Casa - Andes - Turbo,0.42166675,2,3000,3000,-1.57833325,-0.789166625,🟢 Saludable,No,Empeorando,,0.0333335,0.81,
Frost By Oreo - Turbo,900420277,Frost By Oreo Kennedy - Turbo,0.4118055417,4,2700,2700,-1.588194458,-0.7940972292,🟢 Saludable,No,Estable,0.3,0.366667,0.672222,0.3083331667
Doritos Locos By Dorito - Turbo,900472107,Doritos Locos By Dorito Calle 93 - Turbo,0.3953571768,4,2400,2400,-1.604642823,-0.8023214116,🟢 Saludable,No,Estable,0.34166675,0.3083335,0.1047618571,0.8266666
Doritos Locos By Dorito - Turbo,900472102,Doritos Locos By Dorito Usaquen - Turbo,0.3895834554,4,3000,3000,-1.610416545,-0.8052082723,🟢 Saludable,No,Estable,0.5666665714,0.416667,0.35416675,0.2208335
Helados San Jerónimo - Turbo,900414572,Heladería San Jerónimo Villa Del Prado - Turbo,0.3876388333,4,3000,3000,-1.612361167,-0.8061805833,🟢 Saludable,No,Estable,0.525,0.24,0.5055553333,0.28
Vicio - Turbo,900396759,Vicio Laureles - Turbo,0.3847621973,4,3000,3000,-1.615237803,-0.8076189014,🟢 Saludable,No,Estable,0.2518517778,0.33,0.2863636364,0.670833375
Burrito Cantina - Turbo,900465172,Burrito Cantina Cl 109 - Turbo,0.383333,1,2100,2100,-1.616667,-0.8083335,🟢 Saludable,No,Sin datos suficientes,,0.383333,,
Frost By Oreo - Turbo,900396768,Frost By Oreo Laureles - Turbo,0.3562423796,4,3000,3000,-1.64375762,-0.8218788102,🟢 Saludable,No,Estable,0.4217949231,0.3541666667,0.3309524286,0.3180555
Cacerola - Turbo,900416214,Cacerola Castellana - Turbo,0.3291665,2,2100,2100,-1.6708335,-0.83541675,🟢 Saludable,No,Sin datos suficientes,0.183333,0.475,,
Helados San Jerónimo - Turbo,900400749,San Jeronimo - Usaquén - Turbo,0.3214127439,4,3000,3000,-1.678587256,-0.839293628,🟢 Saludable,No,Estable,0.09545454545,0.4801587143,0.5621210909,0.147916625
Helados San Jerónimo - Turbo,900405136,Heladería San Jerónimo San Fernando - Turbo,0.3145833125,4,3000,3000,-1.685416688,-0.8427083438,🟢 Saludable,No,Estable,0.5,0,0.11666675,0.6416665
Frost By Oreo - Turbo,900420276,Frost by Oreo Colina - Turbo,0.31041665,4,3000,3000,-1.68958335,-0.844791675,🟢 Saludable,No,Estable,0,0.3533332,0.4133334,0.475
Señor Burrito. - Turbo,900467427,Señor Burrito Manila - Turbo,0.30833335,4,3000,3000,-1.69166665,-0.845833325,🟢 Saludable,No,Estable,0.8833334,0,0.35,0
Frost By Oreo - Turbo,900405217,Frost By Oreo San Fernando - Turbo,0.30833325,2,3000,3000,-1.69166675,-0.845833375,🟢 Saludable,No,Sin datos suficientes,,,0.333333,0.2833335
Vicio - Turbo,900400179,Vicio Usaquén - Turbo,0.275926,3,3000,3000,-1.724074,-0.862037,🟢 Saludable,No,Estable,0.5,,0.327778,0
Bottaniko - Turbo,900443508,Bottaniko - Cll 93 - Turbo,0.266667,3,2100,2100,-1.733333,-0.8666665,🟢 Saludable,No,Estable,0.166667,0.316667,,0.316667
Frost By Oreo - Turbo,900405218,Frost By Oreo Manila - Turbo,0.2454860994,4,3000,3000,-1.754513901,-0.8772569503,🟢 Saludable,No,Estable,0.09861108333,0.3116666,0.1666667143,0.405
Helados San Jerónimo - Turbo,900481999,Heladería San Jerónimo Cartagena - Turbo,0.2157408056,3,3000,3000,-1.784259194,-0.8921295972,🟢 Saludable,No,Estable,0.34166675,0.3055556667,0,
Vicio - Turbo,900405130,Vicio Manila - Turbo,0.1969939853,4,3000,3000,-1.803006015,-0.9015030074,🟢 Saludable,No,Estable,0.01944441667,0.3545454545,0.2242424545,0.1897436154
Vicio - Turbo,900409686,Vicio Chapinero - Turbo,0.1770833333,4,2700,2700,-1.822916667,-0.9114583333,🟢 Saludable,No,Estable,0.125,0.4055556667,0.1777776667,0
Vicio - Turbo,900482006,Vicio Cartagena - Turbo,0.15416675,4,3000,3000,-1.84583325,-0.922916625,🟢 Saludable,No,Estable,0,0,0.616667,0
Helados San Jerónimo - Turbo,900405137,Heladería San Jerónimo Manila - Turbo,0.1306018694,4,3000,3000,-1.869398131,-0.9346990653,🟢 Saludable,No,Estable,0,0.2407407778,0.2816667,0
Selvatiko. - Turbo,900475121,Selvatiko. Andes - Turbo,0.116667,1,2400,2400,-1.883333,-0.9416665,🟢 Saludable,No,Sin datos suficientes,,0.116667,,
Acpm Corrientazo - Turbo,900467506,Acpm Corrientazo Usaquén - Turbo,0.116667,1,3000,3000,-1.883333,-0.9416665,🟢 Saludable,No,Sin datos suficientes,,,0.116667,
Burrito Cantina - Turbo,900467377,Burrito Cantina Manila - Turbo,0,2,3000,3000,-2,-1,🟢 Saludable,No,Estable,,0,0,
Bottaniko - Turbo,900443510,Bottaniko Usaquen - Turbo,0,1,3000,3000,-2,-1,🟢 Saludable,No,Sin datos suficientes,0,,,
Vicio - Turbo,900410120,Vicio Barranquilla Norte - Turbo,0,1,3000,3000,-2,-1,🟢 Saludable,No,Sin datos suficientes,,,,0
Bottaniko - Turbo,900480013,Bottaniko - Cartagena - Turbo,0,1,2100,2100,-2,-1,🟢 Saludable,No,Sin datos suficientes,,,0,
Cacerola - Turbo,900416209,Cacerola Cali - San Fernando - Turbo,,0,2700,,,,⚪ Sin datos,N/A,N/A,,,,
Brunch & Munch - Turbo,900420520,Brunch And Munch - Colina - Turbo,,0,1,,,,⚪ Sin datos,N/A,N/A,,,,
Desayunos de la Abuela - Turbo,900446319,Desayunos de la Abuela Usaquen - Turbo,,0,2100,,,,⚪ Sin datos,N/A,N/A,,,,
Foodology Court - Turbo,900465152,Foodology Santa Mónica Clo - Turbo Calle 34 Norte 2bn 33,,0,2400,,,,⚪ Sin datos,N/A,N/A,,,,
Desayuno Mi Tierrita - Turbo,900465164,Desayuno Mi Tierrita San Fernando Cali - Turbo,,0,1,,,,⚪ Sin datos,N/A,N/A,,,,
Selvatiko. - Turbo,900465173,Selvatiko. 93 - Turbo,,0,3000,,,,⚪ Sin datos,N/A,N/A,,,,
Burrito Cantina - Turbo,900467379,Burrito Cantina Villa del Prado - Turbo,,0,2400,,,,⚪ Sin datos,N/A,N/A,,,,
Burrito Cantina - Turbo,900467387,Burrito Cantina Castellana - Turbo,,0,3000,,,,⚪ Sin datos,N/A,N/A,,,,
la Cuadra Desayunos Caseros - Turbo,900467495,La Cuadra Desayunos San Fernando - Turbo,,0,2700,,,,⚪ Sin datos,N/A,N/A,,,,
Acpm Corrientazo - Turbo,900467509,Acpm Corrientazo Santa Mónica (Cali Norte) - Turbo,,0,2700,,,,⚪ Sin datos,N/A,N/A,,,,
Vicio - Turbo,900473606,Vicio Ingenio - Turbo,,0,2400,,,,⚪ Sin datos,N/A,N/A,,,,
Dembow - Turbo,900473657,Dembow - Ingenio - Turbo,,0,2400,,,,⚪ Sin datos,N/A,N/A,,,,
Pret Sandwich Bistro - Turbo,900473670,Pret Sandwich Bistro Andes - Turbo,,0,3000,,,,⚪ Sin datos,N/A,N/A,,,,
Cacerola - Turbo,900473674,Cacerola - Kennedy - Turbo,,0,2400,,,,⚪ Sin datos,N/A,N/A,,,,
Cacerola - Turbo,900473676,Cacerola Chico - Turbo,,0,1,,,,⚪ Sin datos,N/A,N/A,,,,
Selvatiko. - Turbo,900475120,Selvatiko. San Fernando - Turbo,,0,3000,,,,⚪ Sin datos,N/A,N/A,,,,
House Of Salads - Turbo,900476071,House Of Salads Kennedy - Turbo,,0,2100,,,,⚪ Sin datos,N/A,N/A,,,,
Local Cocina Consciente - Turbo,900477107,Local - Cocina Consciente Calle 93 - Turbo,,0,2700,,,,⚪ Sin datos,N/A,N/A,,,,
Desayunos Colombianos - Turbo,900480284,Desayunos Colombianos Villa Del Prado - Turbo,,0,2400,,,,⚪ Sin datos,N/A,N/A,,,,
Desayunos Colombianos - Turbo,900480285,Desayunos Colombianos Kennedy - Turbo,,0,2400,,,,⚪ Sin datos,N/A,N/A,,,,
Desayunos Colombianos - Turbo,900480288,Desayunos Colombianos Manila - Turbo,,0,3000,,,,⚪ Sin datos,N/A,N/A,,,,
Desayunos Colombianos - Turbo,900480289,Desayunos Colombianos Calle 109 - Turbo,,0,2700,,,,⚪ Sin datos,N/A,N/A,,,,
Desayunos Colombianos - Turbo,900480290,Desayunos Colombianos San Fernando - Turbo,,0,2700,,,,⚪ Sin datos,N/A,N/A,,,,
Desayunos Colombianos - Turbo,900480291,Desayunos Colombianos Cabecera - Turbo,,0,2400,,,,⚪ Sin datos,N/A,N/A,,,,
Desayunos Colombianos - Turbo,900480292,Desayunos Colombianos Andes - Turbo,,0,2400,,,,⚪ Sin datos,N/A,N/A,,,,
Desayunos Colombianos - Turbo,900480294,Desayunos Colombianos Chapinero - Turbo,,0,2700,,,,⚪ Sin datos,N/A,N/A,,,,
Desayunos Colombianos - Turbo,900480295,Desayunos Colombianos Usaquen - Turbo,,0,3000,,,,⚪ Sin datos,N/A,N/A,,,,
Desayunos Colombianos - Turbo,900480296,Desayunos Colombianos Calle 93 - Turbo,,0,2400,,,,⚪ Sin datos,N/A,N/A,,,,
Desayunos Colombianos - Turbo,900480297,Desayunos Colombianos Chico - Turbo,,0,1,,,,⚪ Sin datos,N/A,N/A,,,,
Desayunos Colombianos - Turbo,900480298,Desayunos Colombianos Laureles - Turbo,,0,2400,,,,⚪ Sin datos,N/A,N/A,,,,
Desayunos Colombianos - Turbo,900480299,Desayunos Colombianos Santa Monica - Turbo,,0,1,,,,⚪ Sin datos,N/A,N/A,,,,
Desayunos Colombianos - Turbo,900480300,Desayunos Colombianos Barranquilla - Turbo,,0,2700,,,,⚪ Sin datos,N/A,N/A,,,,
Burrito Cantina - Turbo,900481034,Burrito Cantina Cartagena - Turbo,,0,2100,,,,⚪ Sin datos,N/A,N/A,,,,
Desayuno Mi Tierrita - Turbo,900481379,Desayuno Mi Tierrita Cartagena - Turbo,,0,2400,,,,⚪ Sin datos,N/A,N/A,,,,
la Cuadra Desayunos Caseros - Turbo,900488956,la Cuadra Desayunos Arrecife - Turbo,,0,3000,,,,⚪ Sin datos,N/A,N/A,,,,
