Semana,Ciudad,Marca,Store ID,Store Name,Cocina,Avg RTWT (limpio),Current Size (m),Final Size (m)
4/5/2026,Bogotá,Numa Cocina Mediterranea - Turbo,CO900463757,Cocina Mediterranea Chico - Turbo,Chicó,,2400.0,2400.0
4/5/2026,Bogotá,Cacerola - Turbo,CO900478088,Cacerola Plaza Claro - Turbo,Plaza Claro,,2400.0,2400.0
4/5/2026,Bogotá,Alba Vegetarian - Turbo,CO900443007,Alba Vegetarian - Engativa - Turbo,Engativá,,2400.0,2400.0
4/5/2026,Bogotá,la Panquequeria - Turbo,CO900482232,La Panquequería Colina - Turbo,Colina,,2400.0,2400.0
4/5/2026,Bogotá,Numa Cocina Mediterranea - Turbo,CO900463746,Numa Cocina Mediterranea Calle 93 - Turbo,Parque 93 / Castellana,,2400.0,2400.0
4/5/2026,Bogotá,Poke Turbo,CO900387427,Poke Salvio Turbo,Otra,,2400.0,2400.0
4/5/2026,Bogotá,Avocalia Turbo,CO900477834,Avocalia Plaza Claro - Turbo,Plaza Claro,,2400.0,2400.0
4/5/2026,Bogotá,la Cuadra Desayunos Caseros - Turbo,CO900470914,la Cuadra Desayunos Chico - Turbo,Chicó,,2400.0,2400.0
4/5/2026,Bogotá,Foodology Court - Turbo,CO900478306,Foodology Plaza Claro - Turbo,Plaza Claro,,2400.0,2400.0
4/5/2026,Bogotá,Ñamgucheria Sandwiches - Turbo,CO900439231,Ñamguchería Engativá - Turbo,Engativá,,2400.0,2400.0
4/5/2026,Bogotá,Get Smashed Burgers - Turbo,CO900473574,Get Smashed Burgers Andes - Turbo,Andes,,2400.0,2400.0
4/5/2026,Bogotá,Dembow - Turbo,CO900478092,Dembow Plaza Claro - Turbo,Plaza Claro,,2400.0,2400.0
4/5/2026,Bogotá,Green House Fd - Turbo,CO900481564,Green House Engativa - Turbo,Engativá,,2400.0,2400.0
4/5/2026,Bogotá,Get Smashed Burgers - Turbo,CO900473573,Get Smashed Burgers Kennedy - Turbo,Kennedy,,2400.0,2400.0
4/5/2026,Bogotá,Get Smashed Burgers - Turbo,CO900442552,Get Smashed Burgers Colina - Turbo,Colina,,2400.0,2400.0
4/5/2026,Bogotá,The Breakfast Club - Turbo,CO900477830,The Breakfast Club Plaza Claro - Turbo,Plaza Claro,,2400.0,2400.0
4/5/2026,Bogotá,la Panquequeria - Turbo,CO900482238,La Panquequería Chapinero - Turbo,Chapinero,,2400.0,2400.0
4/5/2026,Bogotá,Que Chicken By Robegrill - Turbo,CO900424251,Qué Chicken Usaquen - Turbo,Usaquén,,2400.0,2400.0
4/5/2026,Bogotá,Monteverde - Turbo,CO900478981,Monteverde Plaza Claro - Turbo,Plaza Claro,,2400.0,2400.0
4/5/2026,Bogotá,Numa Cocina Mediterranea - Turbo,CO900463747,Numa Cocina Mediterranea Chapinero - Turbo,Chapinero,,2400.0,2400.0
4/5/2026,Bogotá,The Crunch Pizza - Turbo,CO900416181,The Crunch Usaquen - Turbo,Usaquén,,2400.0,2400.0
4/5/2026,Bogotá,Get Smashed Burgers - Turbo,CO900416431,Get Smash Castellana - Turbo,Parque 93 / Castellana,,2400.0,2400.0
4/5/2026,Bogotá,Dembow - Turbo,CO900473648,Dembow - Engativa - Turbo,Engativá,,2400.0,2400.0
4/5/2026,Bogotá,la Panquequeria - Turbo,CO900482243,La Panquequería Kennedy - Turbo,Kennedy,,2400.0,2400.0
4/5/2026,Bogotá,la Panquequeria - Turbo,CO900482244,La Panquequería Usaquen - Turbo,Usaquén,,2400.0,2400.0
4/5/2026,Bogotá,Desayunos de la Abuela - Turbo,CO900478093,Desayunos de la Abuela Plaza Claro - Turbo,Plaza Claro,,2400.0,2400.0
4/5/2026,Bogotá,Cinnabon - Turbo,CO900428404,Cinnabon Prueba Chapinero - Turbo,Chapinero,,2400.0,2400.0
4/5/2026,Bogotá,Brunch & Munch - Turbo,CO900472746,Brunch & Munch - Engativa - Turbo,Engativá,,2400.0,2400.0
4/5/2026,Bogotá,The Crunch Pizza - Turbo,CO900416179,The Crunch - Villa del Prado - Turbo,Villa del Prado,,2400.0,2400.0
4/5/2026,Bogotá,Acpm Corrientazo - Turbo,CO900467503,Acpm Corrientazo Engativá - Turbo,Engativá,,2400.0,2400.0
4/5/2026,Bogotá,Get Smashed Burgers - Turbo,CO900442551,Get Smashed Burgers Engativa - Turbo,Engativá,,2400.0,2400.0
4/5/2026,Bogotá,Mr Beast Burger - Turbo,CO900476816,Mr Beast Engativá - Turbo,Engativá,,2400.0,2400.0
4/5/2026,Bogotá,The Breakfast Club - Turbo,CO900475285,The Breakfast Club Engativa - Turbo,Engativá,,2400.0,2400.0
4/5/2026,Bogotá,Bottaniko - Turbo,CO900443513,Bottaniko Engativa - Turbo,Engativá,,2400.0,2400.0
4/5/2026,Bogotá,Green House Fd - Turbo,CO900481560,Green House Andes - Turbo,Andes,,2400.0,2400.0
4/5/2026,Bogotá,Numa Cocina Mediterranea - Turbo,CO900463760,Cocina Mediterranea Usaquen - Turbo,Usaquén,,2400.0,2400.0
4/5/2026,Bogotá,Acpm Corrientazo - Turbo,CO900477809,Acpm Corrientazo Plaza Claro - Turbo,Plaza Claro,,2400.0,2400.0
4/5/2026,Bogotá,Señor Burrito. - Turbo,CO900467420,Señor Burrito Engativa - Turbo,Engativá,,2400.0,2400.0
4/5/2026,Bogotá,Vicio - Turbo,CO900473607,Vicio Engativá - Turbo,Engativá,,2400.0,2400.0
4/5/2026,Bogotá,Burger Lane - Turbo,CO900442997,Burger Lane Calle 93 - Turbo,Parque 93 / Castellana,,2400.0,2400.0
4/5/2026,Bogotá,Foodology Court - Turbo,CO900465143,Foodology Engativa - Turbo Cra. 98b #71b-39,Engativá,,2400.0,2400.0
4/5/2026,Bogotá,la Panquequeria - Turbo,CO900482239,La Panquequería Engativa - Turbo,Engativá,,2400.0,2400.0
4/5/2026,Bogotá,Get Smashed Burgers - Turbo,CO900416434,Get Smash Chapinero - Turbo,Chapinero,,2400.0,2400.0
4/5/2026,Bogotá,Señor Burrito. - Turbo,CO900464395,Señor Burrito Plaza Claro - Turbo,Plaza Claro,,2400.0,2400.0
4/5/2026,Bogotá,Frost By Oreo - Turbo,CO900478308,Frost By Oreo Plaza Claro - Turbo,Plaza Claro,,2400.0,2400.0
4/5/2026,Bogotá,Numa Cocina Mediterranea - Turbo,CO900463763,Cocina Mediterranea Engativa - Turbo,Engativá,,2400.0,2400.0
4/5/2026,Bogotá,Cinnabon - Turbo,CO900475097,Cinnabon Engativa - Turbo,Engativá,,2400.0,2400.0
4/5/2026,Bogotá,Desayuno Mi Tierrita - Turbo,CO900478270,Desayuno Mi Tierrita Plaza Claro - Turbo,Plaza Claro,,2400.0,2400.0
4/5/2026,Bogotá,Pret Sandwich Bistro - Turbo,CO900479198,Pret Sandwich Bistro Plaza Claro - Turbo,Plaza Claro,,2400.0,2400.0
4/5/2026,Bogotá,Local Cocina Consciente - Turbo,CO900481554,Local - Cocina Consciente Villa Del Prado - Turbo,Villa del Prado,,2400.0,2400.0
4/5/2026,Bogotá,Honest Food Fdl - Turbo,CO900472135,Honest Food Engativa - Turbo,Engativá,,2400.0,2400.0
4/5/2026,Bogotá,Pret Sandwich Bistro - Turbo,CO900442052,Pret Sandwich Bistro Engativa - Turbo,Engativá,,2400.0,2400.0
4/5/2026,Bogotá,Vicio - Turbo,CO900479208,Vicio Plaza Claro - Turbo,Plaza Claro,,2400.0,2400.0
4/5/2026,Bogotá,Desayunos de la Abuela - Turbo,CO900446314,Desayunos de la Abuela Engativa - Turbo,Engativá,,2400.0,2400.0
4/5/2026,Bogotá,Burger Lane - Turbo,CO900442999,Burger Lane Usaquen - Turbo,Usaquén,,2400.0,2400.0
4/5/2026,Bogotá,Mr Beast Burger - Turbo,CO900478983,Mr Beast Plaza Claro - Turbo,Plaza Claro,,2400.0,2400.0
4/5/2026,Bogotá,La Cuadra - Turbo,CO900473138,la Cuadra - Engativa - Turbo,Engativá,,2400.0,2400.0
4/5/2026,Bogotá,Almuerzos D´la Casa - Turbo,CO900471205,Almuerzos D´la Casa - Engativa - Turbo,Engativá,,2400.0,2400.0
4/5/2026,Bogotá,The Crunch Pizza - Turbo,CO900416182,The Crunch Chapinero - Turbo,Chapinero,,2400.0,2400.0
4/5/2026,Bogotá,Mañanero Diario - Turbo,CO900443499,Mañanero diario Engativá - Turbo,Engativá,,2400.0,2400.0
4/5/2026,Bogotá,Monteverde - Turbo,CO900450777,Monteverde Engativa - Turbo,Engativá,,2400.0,2400.0
4/5/2026,Bogotá,Doritos Locos By Dorito - Turbo,CO900472103,Doritos Locos By Dorito Calle 93 - Turbo,Parque 93 / Castellana,,2400.0,2400.0
4/5/2026,Bogotá,la Cuadra Desayunos Caseros - Turbo,CO900467496,La Cuadra Desayunos Caseros Engativa - Turbo,Engativá,,2400.0,2400.0
4/5/2026,Bogotá,Alba Vegetarian - Turbo,CO900477811,Alba Vegetarian Plaza Claro - Turbo,Plaza Claro,,2400.0,2400.0
4/5/2026,Bogotá,Burger Lane - Turbo,CO900442990,Burger Lane Chapinero - Turbo,Chapinero,,2400.0,2400.0
4/5/2026,Bogotá,Vicio - Turbo,CO900467514,Vicio Cl 109 - Turbo,Calle 109,,2400.0,2400.0
4/5/2026,Bogotá,Bottaniko - Turbo,CO900477812,Bottaniko Plaza Claro - Turbo,Plaza Claro,,2400.0,2400.0
4/5/2026,Bogotá,Avocalia Turbo,CO900472744,Avocalia Calle Engativa - Turbo,Engativá,,2400.0,2400.0
4/5/2026,Bogotá,Get Smashed Burgers - Turbo,CO900476584,Get Smashed Burgers Cl 109 - Turbo,Calle 109,,2400.0,2400.0
4/5/2026,Bogotá,Ihop - Turbo,CO900426538,IHOP® Andes - Turbo,Andes,,2400.0,2400.0
4/5/2026,Bogotá,Brunch & Munch - Turbo,CO900477832,Brunch & Munch Plaza Claro - Turbo,Plaza Claro,,2400.0,2400.0
4/5/2026,Bogotá,Señor Burrito. - Turbo,CO900477635,Señor Burrito Chico - Turbo,Chicó,,2400.0,2400.0
4/5/2026,Bogotá,Burrito Cantina - Turbo,CO900467516,Burrito Cantina Plaza Claro - Turbo,Plaza Claro,,2400.0,2400.0
4/5/2026,Bogotá,Poke Turbo,CO900418830,Poke Rosales Turbo  (copy),Otra,,2400.0,2400.0
4/5/2026,Bogotá,Numa Cocina Mediterranea - Turbo,CO900463764,Numa - Cocina Mediterranea Colina - Turbo,Colina,,2400.0,2400.0
4/5/2026,Bogotá,Numa Cocina Mediterranea - Turbo,CO900463762,Cocina Mediterranea Villa Del Prado - Turbo,Villa del Prado,,2400.0,2400.0
4/5/2026,Bogotá,Selvatiko. - Turbo,CO900472670,Selvatiko. Engativa - Turbo,Engativá,,2400.0,2400.0
4/5/2026,Bogotá,The Crunch Pizza - Turbo,CO900416180,The Crunch Castellana - Turbo,Parque 93 / Castellana,,2400.0,2400.0
4/5/2026,Bogotá,Burger Lane - Turbo,CO900443001,Burger Lane - Salitre - Turbo,Otra,,2400.0,2400.0
4/5/2026,Bogotá,Panquequeria - Turbo,CO900471323,Panquequeria Chico - Turbo,Chicó,,2400.0,2400.0
4/5/2026,Bogotá,Burger Lane - Turbo,CO900443000,Burger Lane Engativa - Turbo,Engativá,,2400.0,2400.0
4/5/2026,Bogotá,Numa Cocina Mediterranea - Turbo,CO900478984,Numa Cocina Mediterranea Plaza Claro - Turbo,Plaza Claro,,2400.0,2400.0
4/5/2026,Bogotá,Get Smashed Burgers - Turbo,CO900476585,Get Smashed Burgers Chico - Turbo,Chicó,,2400.0,2400.0
4/5/2026,Bogotá,Burger Lane - Turbo,CO900442992,Burger Lane Colina - Turbo,Colina,,2400.0,2400.0
4/5/2026,Bogotá,Little Caesars Turbo,CO900377947,Little Caesars Pizza - Av. el Dorado Turbo,Otra,,2400.0,2400.0
4/5/2026,Bogotá,Almuerzos D´la Casa - Turbo,CO900477781,Almuerzos D´la Casa Chico - Turbo,Chicó,,2400.0,2400.0
4/5/2026,Bogotá,House Of Salads - Turbo,CO900478778,House Of Salads Plaza Claro - Turbo,Plaza Claro,,2400.0,2400.0
4/5/2026,Bogotá,Burger Lane - Turbo,CO900442995,Burger Lane Veraguas 2 - Turbo,Otra,,2400.0,2400.0
4/5/2026,Bogotá,Get Smashed Burgers - Turbo,CO900416432,Get Smash Usaquen - Turbo,Usaquén,,2400.0,2400.0
4/5/2026,Bogotá,Sanduches el Jefe - Turbo,CO900479125,Sandwich el Jefe Plaza Claro - Turbo,Plaza Claro,,2400.0,2400.0
4/5/2026,Bogotá,Panquequeria - Turbo,CO900463851,Panquequeria Cl 109 - Turbo,Calle 109,,2400.0,2400.0
4/5/2026,Bogotá,House Of Salads - Turbo,CO900445669,House Of Salad Engativa - Turbo,Engativá,,2400.0,2400.0
4/5/2026,Bogotá,Get Smashed Burgers - Turbo,CO900416433,Get Smash Villa del Prado - Turbo,Villa del Prado,,2400.0,2400.0
4/5/2026,Bogotá,Frost By Oreo - Turbo,CO900475352,Frost By Oreo Engativá - Turbo,Engativá,,2400.0,2400.0
4/5/2026,Bogotá,la Cuadra Desayunos Caseros - Turbo,CO900464912,La Cuadra Desayunos Caseros Chapinero - Turbo,Chapinero,,2400.0,2400.0
4/5/2026,Bogotá,Desayuno Mi Tierrita - Turbo,CO900465159,Desayuno Mi Tierrita Engativa - Turbo,Engativá,,2400.0,2400.0
4/5/2026,Bogotá,la Panquequeria - Turbo,CO900482237,La Panquequería Chicó - Turbo,Chicó,,2400.0,2400.0
4/5/2026,Bogotá,Green House Fd - Turbo,CO900478311,Green House Plaza Claro - Turbo,Plaza Claro,,2400.0,2400.0
4/5/2026,Bogotá,Burritos & Co - Turbo,CO900473555,Burritos & Co - Engativa - Turbo,Engativá,,2400.0,2400.0
4/5/2026,Bogotá,Honest Food Fdl - Turbo,CO900478461,Honest Food Plaza Claro - Turbo,Plaza Claro,,2400.0,2400.0
4/5/2026,Bogotá,Burger Lane - Turbo,CO900442989,Burger Lane Andes - Turbo,Andes,,2400.0,2400.0
4/5/2026,Bogotá,Burrito Cantina - Turbo,CO900467380,Burrito Cantina Engativá - Turbo,Engativá,,2400.0,2400.0
4/5/2026,Bogotá,Selvatiko. - Turbo,CO900479202,Selvatiko Plaza Claro - Turbo,Plaza Claro,,2400.0,2400.0
4/5/2026,Bogotá,House Of Salads - Turbo,CO900488856,House Of Salads Arrecife - Turbo,Arrecife,,3000.0,3000.0
4/5/2026,Bogotá,Panquequeria - Turbo,CO900479096,Panquequeria Plaza Claro - Turbo,Plaza Claro,,2400.0,2400.0
4/5/2026,Bogotá,Cacerola - Turbo,CO900472658,Cacerola - Engativa - Turbo,Engativá,,2400.0,2400.0
4/5/2026,Bogotá,La Cuadra - Turbo,CO900488957,la Cuadra Arrecife - Turbo,Arrecife,,3000.0,3000.0
4/5/2026,Bogotá,La Cuadra - Turbo,CO900464606,la Cuadra Plaza Claro - Turbo,Plaza Claro,,2400.0,2400.0
4/5/2026,Bogotá,Local Cocina Consciente - Turbo,CO900477108,Local - Cocina Consciente Engativa - Turbo,Engativá,,2400.0,2400.0
4/5/2026,Bogotá,Local Cocina Consciente - Turbo,CO900481555,Local - Cocina Consciente Andes - Turbo,Andes,,2400.0,2400.0
4/5/2026,Bogotá,Vicio - Turbo,CO900489022,Vicio Arrecife - Turbo,Arrecife,,3000.0,3000.0
4/5/2026,Bogotá,Honest Food Fdl - Turbo,CO900488848,Honest Food Arrecife - Turbo,Arrecife,,3000.0,3000.0
4/5/2026,Bogotá,Burritos & Co - Turbo,CO900488278,Burritos & Co Arrecife - Turbo,Arrecife,,3000.0,3000.0
4/5/2026,Bogotá,Ihop - Turbo,CO900431789,IHOP® Chicó - Turbo,Chicó,,2400.0,2400.0
4/5/2026,Bogotá,la Panquequeria - Turbo,CO900482241,La Panquequería Calle 93 - Turbo,Parque 93 / Castellana,,2400.0,2400.0
4/5/2026,Bogotá,Cinnabon Foodology,CO900375567,Cinnabon Usaquén,Usaquén,,3000.0,3000.0
4/5/2026,Bucaramanga,Ñamgucheria Sandwiches - Turbo,CO900440620,Ñamguchería Bucaramanga. - Turbo,Cabecera (Bga),,1000,1000.0
4/5/2026,Bucaramanga,Vicio - Turbo,CO900426528,Vicio Bucaramanga - Turbo,Cabecera (Bga),,2400.0,2400.0
4/5/2026,Bucaramanga,Ihop - Turbo,CO900426537,IHOP® Bucaramanga - Turbo,Cabecera (Bga),,2400.0,2400.0
4/5/2026,Bucaramanga,Local Cocina Consciente - Turbo,CO900477109,Local - Cocina Consciente Cabecera - Turbo,Cabecera (Bga),,2400.0,2400.0
4/5/2026,Bucaramanga,Doritos Locos By Dorito - Turbo,CO900472106,Doritos Locos By Dorito Cabecera - Turbo,Cabecera (Bga),,2400.0,2400.0
4/5/2026,Bucaramanga,Helados San Jerónimo - Turbo,CO900428418,Heladería San Jerónimo Bucaramanga - Turbo,Cabecera (Bga),,2400.0,2400.0
4/5/2026,Bucaramanga,Ihop - Turbo,CO900428427,IHOP Bucaramanga - Turbo,Cabecera (Bga),,2400.0,2400.0
4/5/2026,Bucaramanga,Sanduches el Jefe - Turbo,CO900428426,Sandwich El Jefe Bucaramanga - Turbo,Cabecera (Bga),,2400.0,2400.0
4/5/2026,Bucaramanga,Brunch & Munch - Turbo,CO900428485,Brunch And Munch - Bucaramanga - Turbo,Cabecera (Bga),,2400.0,2400.0
4/5/2026,Bucaramanga,Avocalia Turbo,CO900428430,Avocalia - Bucaramanga - Turbo,Cabecera (Bga),,2400.0,2400.0
4/5/2026,Bucaramanga,La Cuadra - Turbo,CO900428403,La Cuadra  Bucaramanga - Turbo,Cabecera (Bga),,2400.0,2400.0
4/5/2026,Bucaramanga,la Panquequeria - Turbo,CO900482245,La Panquequería Cabecera - Turbo,Cabecera (Bga),,2400.0,2400.0
4/5/2026,Bucaramanga,Numa Cocina Mediterranea - Turbo,CO900463748,Cocina Mediterranea Cabecera - Turbo,Cabecera (Bga),,2400.0,2400.0
4/5/2026,Bucaramanga,Get Smashed Burgers - Turbo,CO900442550,Get Smashed Burgers Cabecera Bga - Turbo,Cabecera (Bga),,2400.0,2400.0
4/5/2026,Cali,Doritos Locos By Dorito - Turbo,CO900472109,Doritos Locos By Dorito San Fernando - Turbo,San Fernando,,2400.0,2400.0
4/5/2026,Cali,Ñamgucheria Sandwiches - Turbo,CO900439227,Ñamguchería San Fernando - Turbo,San Fernando,,1000,1000.0
4/5/2026,Cali,Ihop - Turbo,CO900420700,Ihop San Fernando - Turbo,San Fernando,,3000.0,3000.0
4/5/2026,Cali,Green House Fd - Turbo,CO900438450,Green House Santa Monica - Turbo,Santa Mónica,,1000,1000.0
4/5/2026,Cali,Mañanero Diario - Turbo,CO900443498,Mañanero Diario Santa Mónica (Cali Norte) - Turbo,Santa Mónica,,2400.0,2400.0
4/5/2026,Cali,Mr Beast Burger - Turbo,CO900407413,Mr Beast Santa Mónica (Cali Norte) - Turbo,Santa Mónica,,1200.0,1500.0
4/5/2026,Cali,Doritos Locos By Dorito - Turbo,CO900472100,Doritos Locos By Dorito Santa Monica - Turbo,Santa Mónica,,2400.0,2400.0
4/5/2026,Cali,Local Cocina Consciente - Turbo,CO900477100,Local - Cocina Consciente Santa Monica - Turbo,Santa Mónica,,2400.0,2400.0
4/5/2026,Cali,Avocalia Turbo,CO900472745,Avocalia - Ingenio - Turbo,Ingenio,,2400.0,2400.0
4/5/2026,Cali,The Crunch Pizza - Turbo,CO900416186,The Crunch San Fernando Cali - Turbo,San Fernando,,2400.0,2400.0
4/5/2026,Cali,Burrito Cantina - Turbo,CO900473552,Burrito Cantina Ingenio - Turbo,Ingenio,,2400.0,2400.0
4/5/2026,Cali,Desayunos de la Abuela - Turbo,CO900472679,Desayunos de la Abuela Ingenio - Turbo,Ingenio,,2400.0,2400.0
4/5/2026,Cali,Señor Burrito. - Turbo,CO900465170,Señor Burrito Tienda Padre - Turbo,Otra,,2400.0,2400.0
4/5/2026,Cali,la Panquequeria - Turbo,CO900482246,La Panquequería Ingenio Calle 83C - Turbo,Ingenio,,2400.0,2400.0
4/5/2026,Cali,Dembow - Turbo,CO900473657,Dembow - Ingenio - Turbo,Ingenio,,2400.0,2400.0
4/5/2026,Cali,Numa Cocina Mediterranea - Turbo,CO900463759,Cocina Mediterranea Santa Monica - Turbo,Santa Mónica,,3000.0,3000.0
4/5/2026,Cali,Selvatiko. - Turbo,CO900472668,Selvatiko. Ingenio - Turbo,Ingenio,,2400.0,2400.0
4/5/2026,Cali,Green House Fd - Turbo,CO900481561,Green House Ingenio - Turbo,Ingenio,,2400.0,2400.0
4/5/2026,Cali,La Brasa Roja - Turbo,CO900427517,La Brasa Roja  Joaqeuin borrero - Turbo,Otra,,2400.0,2400.0
4/5/2026,Cali,Almuerzos D´la Casa - Turbo,CO900475128,Almuerzos D` la Casa - Ingenio - Turbo,Ingenio,,2400.0,2400.0
4/5/2026,Cali,Get Smashed Burgers - Turbo,CO900416430,Get Smash Santa Monica - Turbo,Santa Mónica,,2400.0,2400.0
4/5/2026,Cali,Frost By Oreo - Turbo,CO900475353,Frost By Oreo Ingenio - Turbo,Ingenio,,2400.0,2400.0
4/5/2026,Cali,The Breakfast Club - Turbo,CO900475209,The Breakfast Club Ingenio - Turbo,Ingenio,,2400.0,2400.0
4/5/2026,Cali,Get Smashed Burgers - Turbo,CO900473576,Get Smashed Burgers Ingenio - Turbo,Ingenio,,2400.0,2400.0
4/5/2026,Cali,la Panquequeria - Turbo,CO900482247,La Panquequería Santa Monica - Turbo,Santa Mónica,,2400.0,2400.0
4/5/2026,Cali,Honest Food Fdl - Turbo,CO900475461,Honest Food Ingenio - Turbo,Ingenio,,2400.0,2400.0
4/5/2026,Cali,Monteverde - Turbo,CO900476067,Monteverde Ingenio - Turbo,Ingenio,,2400.0,2400.0
4/5/2026,Cali,Mr Beast Burger - Turbo,CO900476815,Mr Beast Ingenio - Turbo,Ingenio,,2400.0,2400.0
4/5/2026,Cali,Get Smashed Burgers - Turbo,CO900416435,Get Smash San Fernando - Turbo,San Fernando,,2400.0,2400.0
4/5/2026,Cali,Numa Cocina Mediterranea - Turbo,CO900476060,Cocina Mediterranea Ingenio - Turbo,Ingenio,,2400.0,2400.0
4/5/2026,Cali,Doritos Locos By Dorito - Turbo,CO900473562,Doritos Locos By Dorito Ingenio - Turbo,Ingenio,,2400.0,2400.0
4/5/2026,Cali,Pret Sandwich Bistro - Turbo,CO900472664,Pret Sandwich Bistro Ingenio - Turbo,Ingenio,,2400.0,2400.0
4/5/2026,Cali,The Crunch Pizza - Turbo,CO900416185,The Crunch Santa Monica - Turbo,Santa Mónica,,2400.0,2400.0
4/5/2026,Cali,Señor Burrito. - Turbo,CO900473587,Señor Burrito - Ingenio - Turbo,Ingenio,,2400.0,2400.0
4/5/2026,Cali,Burger Lane - Turbo,CO900442998,Burger Lane Cali Norte - Turbo Calle 34 Norte 2Bn 33 358,Otra,,2400.0,2400.0
4/5/2026,Cali,Bottaniko - Turbo,CO900472880,Bottaniko - Ingenio - Turbo,Ingenio,,2400.0,2400.0
4/5/2026,Cali,Ñamgucheria Sandwiches - Turbo,CO900473581,Ñamguchería Ingenio Calle 83c - Turbo,Ingenio,,2400.0,2400.0
4/5/2026,Cali,La Cuadra - Turbo,CO900473137,la Cuadra - Ingenio - Turbo,Ingenio,,2400.0,2400.0
4/5/2026,Cali,House Of Salads - Turbo,CO900476069,House Of Salads Ingenio - Turbo,Ingenio,,2400.0,2400.0
4/5/2026,Cali,Burritos & Co - Turbo,CO900473554,Burritos & Co - Ingenio - Turbo,Ingenio,,2400.0,2400.0
4/5/2026,Cali,Foodology Court - Turbo,CO900473569,Foodology Ingenio - Turbo,Ingenio,,2400.0,2400.0
4/5/2026,Cali,la Panquequeria - Turbo,CO900482235,La Panquequería San Fernando - Turbo,San Fernando,,2400.0,2400.0
4/5/2026,Cali,Vicio - Turbo,CO900473606,Vicio Ingenio - Turbo,Ingenio,,2400.0,2400.0
4/5/2026,Cali,la Cuadra Desayunos Caseros - Turbo,CO900473694,la Cuadra Desayunos Caceros - Ingenio - Turbo,Ingenio,,2400.0,2400.0
4/5/2026,Cali,Acpm Corrientazo - Turbo,CO900473537,Acpm Corrientazo Ingenio - Turbo,Ingenio,,2400.0,2400.0
4/5/2026,Cali,La Brasa Roja - Turbo,CO900418613,La Brasa Roja Cc el Lago - Turbo,Otra,,2400.0,2400.0
4/5/2026,Cali,Little Caesars Turbo,CO900377940,Little Caesar's Caney,Otra,,2400.0,2400.0
4/5/2026,Cali,Numa Cocina Mediterranea - Turbo,CO900463758,Cocina Mediterranea San Fernando - Turbo,San Fernando,,2400.0,2400.0
4/5/2026,Cali,Local Cocina Consciente - Turbo,CO900481556,Local - Cocina Consciente Ingenio - Turbo,Ingenio,,2400.0,2400.0
4/5/2026,Cali,Cacerola - Turbo,CO900472659,Cacerola - Ingenio - Turbo,Ingenio,,2400.0,2400.0
4/5/2026,Cali,Mañanero Diario - Turbo,CO900475198,Mañanero Ingenio - Turbo,Ingenio,,2400.0,2400.0
4/5/2026,Cali,Brunch & Munch - Turbo,CO900472747,Brunch & Munch - Ingenio - Turbo,Ingenio,,2400.0,2400.0
4/5/2026,Cali,Alba Vegetarian - Turbo,CO900472649,Alba Vegetarian - Ingenio - Turbo,Ingenio,,2400.0,2400.0
4/5/2026,Cali,Cinnabon - Turbo,CO900475098,Cinnabon Ingenio - Turbo,Ingenio,,2400.0,2400.0
4/5/2026,Cali,Burger Lane - Turbo,CO900442993,Burger Lane San Fernando - Turbo,San Fernando,,2400.0,2400.0
4/5/2026,Cali,Desayuno Mi Tierrita - Turbo,CO900473558,Desayunos Mi Tierrita - Ingenio - Turbo,Ingenio,,2400.0,2400.0
4/5/2026,Cartagena,Cacerola - Turbo,CO900481042,Cacerola - Cartagena - Turbo,Cartagena,,2400.0,2400.0
4/5/2026,Cartagena,Desayuno Mi Tierrita - Turbo,CO900481379,Desayuno Mi Tierrita Cartagena - Turbo,Cartagena,,2400.0,2400.0
4/5/2026,Cartagena,Mañanero Diario - Turbo,CO900481971,Mañanero Cartagena - Turbo,Cartagena,,2400.0,2400.0
4/5/2026,Cartagena,Dembow - Turbo,CO900481376,Dembow - Cartagena - Turbo,Cartagena,,3000.0,3000.0
4/5/2026,Cartagena,Get Smashed Burgers - Turbo,CO900481818,Get Smashed Burgers Cartagena - Turbo,Cartagena,,3000.0,3000.0
4/5/2026,Cartagena,Local Cocina Consciente - Turbo,CO900481977,Local - Cocina Consciente Cartagena - Turbo,Cartagena,,3000.0,3000.0
4/5/2026,Cartagena,Sanduches el Jefe - Turbo,CO900483661,Sandwich el Jefe Cartagena - Turbo,Cartagena,,2400.0,2400.0
4/5/2026,Chía,Little Caesars Turbo,CO900377945,Little Caesars Chia - Turbo,Otra,,1000,1000.0
4/5/2026,Medellín,Doritos Locos By Dorito - Turbo,CO900472108,Doritos Locos By Dorito Manila - Turbo,Manila,,2400.0,2400.0
4/5/2026,Medellín,Ihop - Turbo,CO900420701,Ihop Manila - Turbo,Manila,,2400.0,2400.0
4/5/2026,Medellín,Mr Beast Burger - Turbo,CO900405268,Mr Beast Manila - Turbo,Manila,,1000,1000.0
4/5/2026,Medellín,Cali Vea - Turbo,CO900415619,Cali Vea Laureles - Turbo,Laureles,,2400.0,2400.0
4/5/2026,Medellín,Ihop - Turbo,CO900420699,Ihop Laureles - Turbo,Laureles,,2400.0,2400.0
4/5/2026,Medellín,Local Cocina Consciente - Turbo,CO900477099,Local - Cocina Consciente Laureles - Turbo,Laureles,,2400.0,2400.0
4/5/2026,Medellín,Doritos Locos By Dorito - Turbo,CO900472101,Doritos Locos By Dorito Laureles - Turbo,Laureles,,2400.0,2400.0
