Semana,Ciudad,Marca,Store ID,Store Name,Cocina,Avg RTWT (limpio),Current Size (m),Final Size (m)
4/5/2026,Bogotá,Acpm Corrientazo - Turbo,CO900470917,Acpm Corrientazo Kennedy - Turbo,Kennedy,2.45,2700.0,3000.0
4/5/2026,Bogotá,Cali Vea - Turbo,CO900415615,Cali Vea Galerias - Turbo,Otra,2.43,2400.0,2400.0
4/5/2026,Bucaramanga,Pret Sandwich Bistro - Turbo,CO900442050,Pret Sandwich Bistro Cabecera - Turbo,Cabecera (Bga),2.43,3000.0,3000.0
4/5/2026,Cali,Vicio - Turbo,CO900407402,Vicio Santa Mónica (Cali Norte) - Turbo,Santa Mónica,2.43,3000.0,3000.0
4/5/2026,Bogotá,Brunch & Munch - Turbo,CO900409674,Brunch & Munch Usaquen - Turbo,Usaquén,2.42,2400.0,2400.0
4/5/2026,Bogotá,Cali Mio Express - Turbo,CO900419810,Cali Mio Chapinero Cll 41 - Turbo,Chapinero,2.41,2400.0,2400.0
4/5/2026,Bogotá,Mr Beast Burger - Turbo,CO900420303,Mr Beast Kennedy - Turbo,Kennedy,2.41,2400.0,2400.0
4/5/2026,Bogotá,Cali Mio Express - Turbo,CO900398578,Cali Mio Castellana - Turbo,Parque 93 / Castellana,2.41,2700.0,2700.0
4/5/2026,Cali,Cinnabon - Turbo,CO900405124,Cinnabon San Fernando - Turbo,San Fernando,2.41,2700.0,2700.0
4/5/2026,Medellín,Brunch & Munch - Turbo,CO900405253,Brunch & Munch Laureles - Turbo,Laureles,2.41,2700.0,2700.0
4/5/2026,Barranquilla,House Of Salads - Turbo,CO900445675,House Of Salad Barranquilla - Turbo,Barranquilla,2.39,2400.0,2400.0
4/5/2026,Medellín,Desayunos de la Abuela - Turbo,CO900446317,Desayunos de la Abuela Laureles - Turbo,Laureles,2.39,2400.0,2700.0
4/5/2026,Cali,La Cuadra - Turbo,CO900416200,La Cuadra Cali - San Fernando - Turbo,San Fernando,2.38,2700.0,2700.0
4/5/2026,Medellín,The Breakfast Club - Turbo,CO900475214,The Breakfast Club Laurele - Turbo,Laureles,2.38,2700.0,2700.0
4/5/2026,Bogotá,House Of Salads - Turbo,CO900445677,House Of Salad Villa del Prado - Turbo,Villa del Prado,2.36,2400.0,2400.0
4/5/2026,Bogotá,Green House Fd - Turbo,CO900438446,Green House Kennedy - Turbo,Kennedy,2.36,2400.0,2400.0
4/5/2026,Bogotá,La Cuadra - Turbo,CO900416194,La Cuadra - Usaquén - Turbo,Usaquén,2.35,2700.0,2700.0
4/5/2026,Bogotá,Poke Turbo,CO900382778,Poke Colina Turbo,Colina,2.35,2400.0,2400.0
4/5/2026,Bogotá,La Brasa Roja - Turbo,CO900419801,La Brasa Roja Chapinero Calle 41 - Turbo,Chapinero,2.33,2400.0,2400.0
4/5/2026,Bogotá,La Brasa Roja - Turbo,CO900417321,La Brasa Roja Castellana - Turbo,Parque 93 / Castellana,2.33,2400.0,2400.0
4/5/2026,Cartagena,Selvatiko. - Turbo,CO900482001,Selvatiko. Cartagena - Turbo,Cartagena,2.32,2400.0,2400.0
4/5/2026,Barranquilla,Burritos & Co - Turbo,CO900410570,Burritos & Co Barranquilla - Turbo,Barranquilla,2.31,2400.0,2400.0
4/5/2026,Medellín,la Cuadra Desayunos Caseros - Turbo,CO900470909,La Cuadra Desayunos Caseros Laureles - Turbo,Laureles,2.31,2700.0,2700.0
4/5/2026,Medellín,Green House Fd - Turbo,CO900438443,Green House Laureles - Turbo,Laureles,2.29,2700.0,2700.0
4/5/2026,Bucaramanga,Avocalia Turbo,CO900427112,Avocalia Bucaramanga - Turbo,Cabecera (Bga),2.28,3000.0,3000.0
4/5/2026,Barranquilla,Bottaniko - Turbo,CO900443515,Bottaniko Barranquilla - Turbo,Barranquilla,2.27,3000.0,3000.0
4/5/2026,Bogotá,Cali Mio Express - Turbo,CO900381506,Cali Mío Express Turbo - Santa Bárbara,Otra,2.26,3000.0,3000.0
4/5/2026,Bogotá,Vicio - Turbo,CO900400178,Vicio Castellana - Turbo,Parque 93 / Castellana,2.25,2400.0,2400.0
4/5/2026,Bucaramanga,Desayuno Mi Tierrita - Turbo,CO900465167,Desayuno Mi Tierrita - Cabecera - Turbo,Cabecera (Bga),2.25,2400.0,2400.0
4/5/2026,Cali,Frost By Oreo - Turbo,CO900407399,Frost By Oreo Santa Mónica (Cali Norte) - Turbo,Santa Mónica,2.25,3000.0,3000.0
4/5/2026,Barranquilla,Selvatiko. - Turbo,CO900475115,Selvatiko. Barranquilla Norte - Turbo,Barranquilla,2.24,2400.0,2400.0
4/5/2026,Cartagena,Ñamgucheria Sandwiches - Turbo,CO900481992,Ñamguchería Cartagena - Turbo,Cartagena,2.23,2400.0,2400.0
4/5/2026,Bogotá,Green House Fd - Turbo,CO900438447,Green House Villa Del Prado - Turbo Cra. 55  243,Villa del Prado,2.19,2400.0,2700.0
4/5/2026,Bogotá,Acpm Corrientazo - Turbo,CO900467510,Acpm Corrientazo Villa Del Prado - Turbo,Villa del Prado,2.18,2400.0,2400.0
4/5/2026,Bucaramanga,Monteverde - Turbo,CO900450765,Monteverde Cabecera - Turbo,Cabecera (Bga),2.18,3000.0,3000.0
4/5/2026,Medellín,Sanduches el Jefe - Turbo,CO900419500,Sandwich El Jefe Laureles - Turbo,Laureles,2.18,2700.0,2700.0
4/5/2026,Medellín,Desayuno Mi Tierrita - Turbo,CO900465157,Desayuno Mi Tierrita Laureles - Turbo,Laureles,2.18,2400.0,2700.0
4/5/2026,Bogotá,La Brasa Roja - Turbo,CO900405529,La Brasa Roja Santa Bárbara - Turbo,Otra,2.17,3000.0,3000.0
4/5/2026,Medellín,Honest Food Fdl - Turbo,CO900472132,Honest Food Laureles - Turbo,Laureles,2.17,2400.0,2400.0
4/5/2026,Barranquilla,La Cuadra - Turbo,CO900416197,La Cuadra Barranquilla Norte - Turbo,Barranquilla,2.16,2400.0,2700.0
4/5/2026,Cali,Cinnabon - Turbo,CO900407398,Cinnabon Santa Mónica (Cali Norte) - Turbo,Santa Mónica,2.16,1200.0,1800.0
4/5/2026,Bogotá,Selvatiko. - Turbo,CO900475122,Selvatiko. Usaquén - Turbo,Usaquén,2.15,1200.0,1500.0
4/5/2026,Bogotá,Green House Fd - Turbo,CO900438448,Green House Usaquen - Turbo,Usaquén,2.15,2700.0,2700.0
4/5/2026,Medellín,Cacerola - Turbo,CO900416206,Cacerola Manila - Medellin - Turbo,Manila,2.15,2700.0,2700.0
4/5/2026,Medellín,Ñamgucheria Sandwiches - Turbo,CO900439222,Ñamguchería Laureles - Turbo,Laureles,2.15,2700.0,2700.0
4/5/2026,Cali,Brunch & Munch - Turbo,CO900407412,Brunch And Munch Santa Monica - Cali - Turbo,Santa Mónica,19.44,1200.0,1500.0
4/5/2026,Barranquilla,Green House Fd - Turbo,CO900438451,Green House Barranquilla - Turbo,Barranquilla,16.83,1000,1000.0
4/5/2026,Bogotá,Burrito Cantina - Turbo,CO900467378,Burrito Cantina Colina - Turbo,Colina,12.88,1200.0,1500.0
4/5/2026,Bogotá,Mr Beast Burger - Turbo,CO900409678,Mr Beast Chapinero - Turbo,Chapinero,11.84,1200.0,1500.0
4/5/2026,Bogotá,La Cuadra - Turbo,CO900464605,La Cuadra Cl 109 - Turbo,Calle 109,10.87,1000,1000.0
4/5/2026,Bogotá,Burritos & Co - Turbo,CO900410575,Burritos & Co Usaquen - Turbo,Usaquén,1.99,2700.0,2700.0
4/5/2026,Bucaramanga,Burritos & Co - Turbo,CO900426541,Burritos & Co Bucaramanga - Turbo,Cabecera (Bga),1.99,3000.0,3000.0
4/5/2026,Bogotá,Cacerola - Turbo,CO900473675,Cacerola - Andes - Turbo,Andes,1.97,2400.0,2400.0
4/5/2026,Bucaramanga,La Cuadra - Turbo,CO900426535,La Cuadra - Bucaramanga - Turbo,Cabecera (Bga),1.97,3000.0,3000.0
4/5/2026,Medellín,Ñamgucheria Sandwiches - Turbo,CO900439223,Ñamguchería Manila - Turbo,Manila,1.97,2400.0,2700.0
4/5/2026,Bogotá,Bottaniko - Turbo,CO900443516,Bottaniko - Colina - Turbo,Colina,1.96,2400.0,2400.0
4/5/2026,Bogotá,House Of Salads - Turbo,CO900445673,House Of Salad Chapinero - Turbo,Chapinero,1.95,2400.0,2400.0
4/5/2026,Bogotá,Cali Vea - Turbo,CO900415613,Cali Vea Country - Turbo,Otra,1.94,2400.0,2400.0
4/5/2026,Cartagena,Foodology Court - Turbo,CO900481814,Foodology Cartagena - Turbo,Cartagena,1.94,2400.0,2400.0
4/5/2026,Bogotá,La Brasa Roja - Turbo,CO900405525,La Brasa Roja Cedritos - Turbo,Otra,1.93,3000.0,3000.0
4/5/2026,Bogotá,La Cuadra - Turbo,CO900420509,La Cuadra - Kennedy - Turbo,Kennedy,1.92,2400.0,2400.0
4/5/2026,Barranquilla,Cinnabon - Turbo,CO900414571,Cinnabon Barranquilla Norte - Turbo,Barranquilla,1.91,2400.0,2400.0
4/5/2026,Bogotá,Dembow - Turbo,CO900473645,Dembow - Chapinero - Turbo,Chapinero,1.91,2400.0,2400.0
4/5/2026,Bucaramanga,Selvatiko. - Turbo,CO900475119,Selvatiko. Cabecera - Turbo,Cabecera (Bga),1.91,3000.0,3000.0
4/5/2026,Medellín,Burrito Cantina - Turbo,CO900467377,Burrito Cantina Manila - Turbo,Manila,1.91,2400.0,2700.0
4/5/2026,Bogotá,Monteverde - Turbo,CO900450773,Monteverde Villa Del Prado - Turbo,Villa del Prado,1.89,2400.0,2400.0
4/5/2026,Bogotá,Burritos & Co - Turbo,CO900410574,Burritos And Co - Calle 174 - Turbo,Otra,1.89,2400.0,2400.0
4/5/2026,Cali,Acpm Corrientazo - Turbo,CO900467504,Acpm Corrientazo San Fernando - Turbo,San Fernando,1.89,2400.0,2400.0
4/5/2026,Cali,Señor Burrito. - Turbo,CO900467417,Señor Burrito Santa Monica - Turbo,Santa Mónica,1.89,2400.0,3000.0
4/5/2026,Barranquilla,Foodology Court - Turbo,CO900465150,Foodology Barranquilla Nte - Turbo Cra. 45 #85-168,Barranquilla,1.88,2400.0,2700.0
4/5/2026,Bogotá,Pret Sandwich Bistro - Turbo,CO900416175,Pret Sándwich Bistro Usaquen - Turbo,Usaquén,1.87,3000.0,3000.0
4/5/2026,Medellín,Desayunos de la Abuela - Turbo,CO900446309,Desayunos de la Abuela Manila - Turbo,Manila,1.87,2700.0,2700.0
4/5/2026,Medellín,Cacerola - Turbo,CO900416211,Cacerola Laureles - Turbo,Laureles,1.87,2700.0,2700.0
4/5/2026,Bogotá,Avocalia Turbo,CO900401243,Avocalia Usaquén - Turbo,Usaquén,1.86,3000.0,3000.0
4/5/2026,Bogotá,Monteverde - Turbo,CO900476065,Monteverde Kennedy - Turbo,Kennedy,1.85,2400.0,2400.0
4/5/2026,Bogotá,The Breakfast Club - Turbo,CO900475212,The Breakfast Club Andes - Turbo,Andes,1.83,2400.0,2400.0
4/5/2026,Bucaramanga,Acpm Corrientazo - Turbo,CO900467507,Acpm Corrientazo Bucaramanga - Turbo,Cabecera (Bga),1.83,2400.0,2700.0
4/5/2026,Bogotá,Almuerzos D´la Casa - Turbo,CO900464931,Almuerzos D´la Casa - Usaquen - Turbo,Usaquén,1.82,2400.0,2400.0
4/5/2026,Medellín,la Cuadra Desayunos Caseros - Turbo,CO900467500,La Cuadra Desayunos Caseros Manila - Turbo,Manila,1.81,2400.0,2700.0
4/5/2026,Bogotá,Alba Vegetarian - Turbo,CO900473540,Alba Vegetarian - Kennedy Calle 26 Sur #72c 258 - Turbo,Kennedy,1.79,2400.0,2400.0
4/5/2026,Cartagena,Vicio - Turbo,CO900482006,Vicio Cartagena - Turbo,Cartagena,1.79,2700.0,3000.0
4/5/2026,Bogotá,Honest Food Fdl - Turbo,CO900475459,Honest Food Andes - Turbo,Andes,1.78,2400.0,2400.0
4/5/2026,Bogotá,Cinnabon Foodology - Turbo,CO900410068,Cinnabon Chapinero - Turbo,Chapinero,1.78,2400.0,2400.0
4/5/2026,Bogotá,la Cuadra Desayunos Caseros - Turbo,CO900470911,La Cuadra Desayunos Caseros Andes - Turbo,Andes,1.77,2400.0,2400.0
4/5/2026,Cali,Sanduches el Jefe - Turbo,CO900419506,Sandwich El Jefe San Fernando - Turbo,San Fernando,1.77,2400.0,3000.0
4/5/2026,Bogotá,Doritos Locos By Dorito - Turbo,CO900473565,Doritos Locos By Dorito Kennedy - Turbo,Kennedy,1.76,2400.0,2400.0
4/5/2026,Bogotá,Bottaniko - Turbo,CO900475791,Bottaniko - Andes - Turbo,Andes,1.76,2400.0,2400.0
4/5/2026,Bogotá,Doritos Locos By Dorito - Turbo,CO900472107,Doritos Locos By Dorito Calle 93 - Turbo,Parque 93 / Castellana,1.76,2400.0,2400.0
4/5/2026,Cali,Pret Sandwich Bistro - Turbo,CO900416171,Pret Sandwich Bistro San Fernando - Turbo,San Fernando,1.76,2400.0,2400.0
4/5/2026,Medellín,Burritos & Co - Turbo,CO900410568,Burritos And Co Laureles - Turbo,Laureles,1.76,2700.0,2700.0
4/5/2026,Medellín,La Cuadra - Turbo,CO900416193,La Cuadra - Laureles - Turbo,Laureles,1.76,2700.0,2700.0
4/5/2026,Bogotá,House Of Salads - Turbo,CO900445678,House Of Salad Usaquen - Turbo,Usaquén,1.75,2400.0,2400.0
4/5/2026,Medellín,Avocalia Turbo,CO900405766,Avocalia Laureles - Turbo,Laureles,1.75,2700.0,2700.0
4/5/2026,Bogotá,Cali Mio Express - Turbo,CO900381505,Cali Mio Express Turbo - Country,Otra,1.73,2400.0,2400.0
4/5/2026,Bogotá,Alba Vegetarian - Turbo,CO900475221,Alba Vegetarian - Andes - Turbo,Andes,1.72,2400.0,2400.0
4/5/2026,Cali,Dembow - Turbo,CO900473655,Dembow - San Fernando - Turbo,San Fernando,1.72,2400.0,2400.0
4/5/2026,Bogotá,Cacerola - Turbo,CO900416208,Cacerola - Villa del Prado  - Turbo,Villa del Prado,1.71,2400.0,2400.0
4/5/2026,Bogotá,Vicio - Turbo,CO900426529,Vicio Andes - Turbo,Andes,1.69,3000.0,3000.0
4/5/2026,Bogotá,Foodology Court - Turbo,CO900471304,Foodology Kennedy - Turbo,Kennedy,1.68,2400.0,2400.0
4/5/2026,Medellín,Alba Vegetarian - Turbo,CO900443008,Alba Vegetarian - Laureles - Turbo,Laureles,1.67,2400.0,2700.0
4/5/2026,Barranquilla,Monteverde - Turbo,CO900450774,Monteverde Barranquilla - Turbo,Barranquilla,1.66,2400.0,2700.0
4/5/2026,Bogotá,Cinnabon - Turbo,CO900402238,Cinnabon Usaquén - Turbo,Usaquén,1.66,3000.0,3000.0
4/5/2026,Bogotá,Monteverde - Turbo,CO900476066,Monteverde Andes - Turbo,Andes,1.65,2400.0,2400.0
4/5/2026,Bogotá,Señor Burrito. - Turbo,CO900471311,Señor Burrito Andes - Turbo,Andes,1.65,2400.0,2400.0
4/5/2026,Cali,Almuerzos D´la Casa - Turbo,CO900471211,Almuerzos D´la Casa - San Fernando - Turbo,San Fernando,1.65,2700.0,3000.0
4/5/2026,Cartagena,Acpm Corrientazo - Turbo,CO900479517,Acpm Corrientazo Cartagena - Turbo,Cartagena,1.65,2400.0,2400.0
4/5/2026,Medellín,Cinnabon - Turbo,CO900396466,Cinnabon Laureles - Turbo,Laureles,1.64,2700.0,2700.0
4/5/2026,Bogotá,Selvatiko. - Turbo,CO900475113,Selvatiko. Kennedy - Turbo,Kennedy,1.63,2700.0,2700.0
4/5/2026,Bogotá,Burritos & Co - Turbo,CO900420642,Burritos And Co - Kennedy - Turbo,Kennedy,1.57,2400.0,2400.0
4/5/2026,Medellín,Monteverde - Turbo,CO900450764,Monteverde Laureles - Turbo Calle 32F,Laureles,1.57,2700.0,2700.0
4/5/2026,Medellín,Selvatiko. - Turbo,CO900475123,Selvatiko. Laureles - Turbo,Laureles,1.56,2700.0,2700.0
4/5/2026,Bogotá,Doritos Locos By Dorito - Turbo,CO900472112,Doritos Locos By Dorito Chapinero - Turbo,Chapinero,1.55,2400.0,2400.0
4/5/2026,Bogotá,La Brasa Roja - Turbo,CO900405528,La Brasa Roja Country - Turbo,Otra,1.55,2700.0,2700.0
4/5/2026,Medellín,Brunch & Munch - Turbo,CO900405254,Brunch & Munch Manila - Medellin - Turbo,Manila,1.55,2700.0,2700.0
4/5/2026,Bogotá,Cali Vea - Turbo,CO900417319,Cali Vea Castellana - Turbo,Parque 93 / Castellana,1.54,2700.0,2700.0
4/5/2026,Bogotá,Alba Vegetarian - Turbo,CO900476064,Alba Vegetarian Villa Del Prado - Turbo,Villa del Prado,1.53,2400.0,2400.0
4/5/2026,Bogotá,Almuerzos D´la Casa - Turbo,CO900471210,Almuerzos D´la Casa - Chapinero - Turbo,Chapinero,1.53,2400.0,2400.0
4/5/2026,Medellín,Pret Sandwich Bistro - Turbo,CO900416173,Pret Sándwich Bistro Laureles - Turbo Calle,Laureles,1.52,2400.0,2700.0
4/5/2026,Bogotá,Burrito Cantina - Turbo,CO900467379,Burrito Cantina Villa del Prado - Turbo,Villa del Prado,1.49,2400.0,2700.0
4/5/2026,Bogotá,Avocalia Turbo,CO900420304,Avocalia - Kennedy - Turbo,Kennedy,1.49,2400.0,2400.0
4/5/2026,Medellín,The Breakfast Club - Turbo,CO900475283,The Breakfast Club Manila - Turbo,Manila,1.48,2700.0,2700.0
4/5/2026,Bogotá,Avocalia Turbo,CO900473671,Avocalia Andes Mp - Turbo,Andes,1.46,2400.0,2400.0
4/5/2026,Medellín,Pret Sandwich Bistro - Turbo,CO900416174,Pret Sándwich Bistro Manila - Turbo,Manila,1.46,2700.0,2700.0
4/5/2026,Medellín,Señor Burrito. - Turbo,CO900467427,Señor Burrito Manila - Turbo,Manila,1.45,2400.0,2400.0
4/5/2026,Bogotá,Vicio - Turbo,CO900420289,Vicio Colina - Turbo,Colina,1.44,2700.0,2700.0
4/5/2026,Cartagena,Avocalia Turbo,CO900480008,Avocalia - Cartagena - Turbo,Cartagena,1.44,2400.0,2400.0
4/5/2026,Medellín,La Cuadra - Turbo,CO900416201,La Cuadra Manila - Medellin - Turbo,Manila,1.43,2400.0,2400.0
4/5/2026,Bogotá,Mañanero Diario - Turbo,CO900475200,Mañanero Andes - Turbo,Andes,1.41,2400.0,2700.0
4/5/2026,Medellín,Burrito Cantina - Turbo,CO900467385,Burrito Cantina Laureles - Turbo,Laureles,1.41,2700.0,2700.0
4/5/2026,Bogotá,Burrito Cantina - Turbo,CO900470961,Burrito Cantina Andes - Turbo,Andes,1.39,2400.0,2400.0
4/5/2026,Medellín,House Of Salads - Turbo,CO900445683,House Of Salad Manila - Turbo,Manila,1.36,2400.0,2700.0
4/5/2026,Barranquilla,Alba Vegetarian - Turbo,CO900443015,Alba Vegetarian - Norte - Turbo,Barranquilla,1.35,2400.0,2700.0
4/5/2026,Medellín,Foodology Court - Turbo,CO900465147,Foodology Manila - Turbo Cra. 42 #10-65,Manila,1.33,2400.0,2700.0
4/5/2026,Bogotá,Cinnabon - Turbo,CO900416553,Cinnabon Villa Del Prado - Turbo,Villa del Prado,1.32,2700.0,2700.0
4/5/2026,Bogotá,Acpm Corrientazo - Turbo,CO900467506,Acpm Corrientazo Usaquén - Turbo,Usaquén,1.32,2400.0,2700.0
4/5/2026,Bogotá,Señor Burrito. - Turbo,CO900471310,Señor Burrito Kennedy - Turbo,Kennedy,1.32,2400.0,2400.0
4/5/2026,Medellín,Vicio - Turbo,CO900405130,Vicio Manila - Turbo,Manila,1.32,2700.0,2700.0
4/5/2026,Bogotá,Cacerola - Turbo,CO900416213,Cacerola Usaquen - Turbo,Usaquén,1.31,2400.0,2400.0
4/5/2026,Cartagena,Honest Food Fdl - Turbo,CO900481826,Honest Food Cartagena - Turbo,Cartagena,1.29,1200.0,1500.0
4/5/2026,Medellín,Burritos & Co - Turbo,CO900410576,Burritos & Co Manila - Medellin - Turbo,Manila,1.29,2400.0,2400.0
4/5/2026,Bogotá,Selvatiko. - Turbo,CO900475118,Selvatiko. Villa del prado - Turbo,Villa del Prado,1.28,2700.0,3000.0
4/5/2026,Cartagena,Burritos & Co - Turbo,CO900481037,Burritos & Co - Cartagena - Turbo,Cartagena,1.27,2400.0,2400.0
4/5/2026,Cartagena,Monteverde - Turbo,CO900482005,Monteverde Cartagena - Turbo,Cartagena,1.27,2400.0,2400.0
4/5/2026,Medellín,Monteverde - Turbo,CO900450776,Monteverde Manila - Turbo,Manila,1.24,2400.0,2400.0
4/5/2026,Bogotá,la Cuadra Desayunos Caseros - Turbo,CO900467499,La Cuadra Desayunos Caceros - Villa del Prado - Turbo,Villa del Prado,1.23,2400.0,2400.0
4/5/2026,Bogotá,La Cuadra - Turbo,CO900426536,La Cuadra - Andes - Turbo,Andes,1.22,2700.0,2700.0
4/5/2026,Medellín,Almuerzos D´la Casa - Turbo,CO900471213,Almuerzos D´la Casa - Manila - Turbo,Manila,1.22,2400.0,2400.0
4/5/2026,Medellín,Honest Food Fdl - Turbo,CO900472143,Honest Food Manila - Turbo,Manila,1.19,2400.0,2700.0
4/5/2026,Medellín,Avocalia Turbo,CO900405545,Avocalia - Manila - Turbo,Manila,1.17,2700.0,2700.0
4/5/2026,Cartagena,House Of Salads - Turbo,CO900481978,House Of Salads Cartagena - Turbo,Cartagena,0.98,2400.0,2400.0
4/5/2026,Cartagena,Alba Vegetarian - Turbo,CO900479519,Alba Vegetarian - Cartagena Calle 24a 329 - Turbo,Cartagena,0.98,2400.0,2400.0
4/5/2026,Bogotá,Frost By Oreo - Turbo,CO900420276,Frost by Oreo Colina - Turbo,Colina,0.97,3000.0,3000.0
4/5/2026,Bucaramanga,Almuerzos D´la Casa - Turbo,CO900471204,Almuerzos D´la Casa - Cabecera - Turbo,Cabecera (Bga),0.97,2700.0,2700.0
4/5/2026,Medellín,Acpm Corrientazo - Turbo,CO900467505,Acpm Corrientazo Laureles - Turbo,Laureles,0.93,2700.0,2700.0
4/5/2026,Cali,Vicio - Turbo,CO900405131,Vicio San Fernando - Turbo,San Fernando,0.91,2400.0,2400.0
4/5/2026,Cali,Frost By Oreo - Turbo,CO900405217,Frost By Oreo San Fernando - Turbo,San Fernando,0.87,2700.0,2700.0
4/5/2026,Medellín,Mañanero Diario - Turbo,CO900443494,Mañanero diario Laureles - Turbo,Laureles,0.87,2700.0,2700.0
4/5/2026,Medellín,Foodology Court - Turbo,CO900465144,Foodology Laureles - Turbo Calle 32f #66b-254,Laureles,0.82,2700.0,2700.0
4/5/2026,Bogotá,Foodology Court - Turbo,CO900465146,Foodology Chapinero - Turbo Cra. 8 #66-88,Chapinero,0.81,2400.0,3000.0
4/5/2026,Bogotá,Acpm Corrientazo - Turbo,CO900470916,Acpm Corrientazo Andes - Turbo,Andes,0.8,2700.0,2700.0
4/5/2026,Bogotá,Helados San Jerónimo - Turbo,CO900400749,San Jeronimo - Usaquén - Turbo,Usaquén,0.79,3000.0,3000.0
4/5/2026,Bogotá,Mañanero Diario - Turbo,CO900475199,Mañanero Kennedy - Turbo,Kennedy,0.77,2400.0,2400.0
4/5/2026,Bucaramanga,Frost By Oreo - Turbo,CO900426531,Frost by Oreo Bucaramanga - Turbo,Cabecera (Bga),0.77,3000.0,3000.0
4/5/2026,Medellín,Mañanero Diario - Turbo,CO900443495,Mañanero diario Manila - Turbo,Manila,0.76,2700.0,2700.0
4/5/2026,Bogotá,Frost By Oreo - Turbo,CO900400262,Frost By Oreo Castellana - Turbo,Parque 93 / Castellana,0.74,2400.0,2400.0
4/5/2026,Bogotá,Frost By Oreo - Turbo,CO900409684,Frost By Oreo Chapinero - Turbo,Chapinero,0.73,2700.0,2700.0
4/5/2026,Bogotá,Frost By Oreo - Turbo,CO900400261,Frost By Oreo Usaquén - Turbo,Usaquén,0.72,3000.0,3000.0
4/5/2026,Bogotá,Doritos Locos By Dorito - Turbo,CO900472102,Doritos Locos By Dorito Usaquen - Turbo,Usaquén,0.72,2400.0,2400.0
4/5/2026,Barranquilla,Sanduches el Jefe - Turbo,CO900419499,Sandwich el Jefe Barranquilla - Turbo Cra. 45  353,Barranquilla,0.68,1200.0,1500.0
4/5/2026,Bogotá,Mañanero Diario - Turbo,CO900443496,Mañanero Diario Usaquén - Turbo,Usaquén,0.68,2400.0,2400.0
4/5/2026,Medellín,Alba Vegetarian - Turbo,CO900443014,Alba Vegetarian - Manila - Turbo,Manila,0.68,2400.0,2700.0
4/5/2026,Bogotá,Helados San Jerónimo - Turbo,CO900414572,Heladería San Jerónimo Villa Del Prado - Turbo,Villa del Prado,0.67,3000.0,3000.0
4/5/2026,Barranquilla,Helados San Jerónimo - Turbo,CO900410462,Heladería San Jerónimo Barranquilla Norte - Turbo,Barranquilla,0.66,3000.0,3000.0
4/5/2026,Bogotá,Helados San Jerónimo - Turbo,CO900420291,Heladería San Jerónimo Kennedy - Turbo,Kennedy,0.66,3000.0,3000.0
4/5/2026,Bogotá,Bottaniko - Turbo,CO900443507,Bottaniko Chapinero - Turbo,Chapinero,0.66,2400.0,2400.0
4/5/2026,Medellín,Bottaniko - Turbo,CO900443512,Bottaniko Manila - Medellin - Turbo,Manila,0.64,2400.0,2700.0
4/5/2026,Barranquilla,la Cuadra Desayunos Caseros - Turbo,CO900467494,La Cuadra Desayunos Caseros Barranquilla Norte - Turbo,Barranquilla,0.63,2400.0,2400.0
4/5/2026,Bogotá,Vicio - Turbo,CO900409686,Vicio Chapinero - Turbo,Chapinero,0.6,2400.0,2400.0
4/5/2026,Bucaramanga,Bottaniko - Turbo,CO900443514,Bottaniko - Bucaramanga - Turbo,Cabecera (Bga),0.6,2400.0,2700.0
4/5/2026,Bogotá,Señor Burrito. - Turbo,CO900467421,Señor Burrito - Villa del Prado - Turbo,Villa del Prado,0.58,2400.0,2400.0
4/5/2026,Bogotá,Vicio - Turbo,CO900420288,Vicio Kennedy - Turbo,Kennedy,0.58,2400.0,3000.0
4/5/2026,Bogotá,Pret Sandwich Bistro - Turbo,CO900473669,Pret Sandwich Bistro Kennedy - Turbo,Kennedy,0.57,2400.0,2400.0
4/5/2026,Bogotá,Helados San Jerónimo - Turbo,CO900409698,Heladería San Jerónimo Chapinero - Turbo,Chapinero,0.57,2700.0,3000.0
4/5/2026,Barranquilla,Pret Sandwich Bistro - Turbo,CO900416176,Pret Sandwich Bistro Barranquilla Nte - Turbo,Barranquilla,0.53,2400.0,2700.0
4/5/2026,Bogotá,Bottaniko - Turbo,CO900475790,Bottaniko - Kennedy - Turbo,Kennedy,0.53,2400.0,2700.0
4/5/2026,Bogotá,Helados San Jerónimo - Turbo,CO900400750,Heladería San Jerónimo Castellana - Turbo Calle 93  247,Parque 93 / Castellana,0.53,3000.0,3000.0
4/5/2026,Barranquilla,Vicio - Turbo,CO900410120,Vicio Barranquilla Norte - Turbo,Barranquilla,0.52,3000.0,3000.0
4/5/2026,Bogotá,Doritos Locos By Dorito - Turbo,CO900473563,Doritos Locos By Dorito Andes - Turbo,Andes,0.43,2400.0,2400.0
4/5/2026,Barranquilla,Frost By Oreo - Turbo,CO900410135,Frost By Oreo Barranquilla Norte - Turbo,Barranquilla,0.42,2700.0,3000.0
4/5/2026,Bogotá,Burrito Cantina - Turbo,CO900470960,Burrito Cantina Kennedy - Turbo,Kennedy,0.42,2400.0,2400.0
4/5/2026,Bogotá,Frost By Oreo - Turbo,CO900420277,Frost By Oreo Kennedy - Turbo,Kennedy,0.4,2400.0,2400.0
4/5/2026,Bogotá,Frost By Oreo - Turbo,CO900426530,Frost by Oreo Andes - Turbo,Andes,0.4,3000.0,3000.0
4/5/2026,Medellín,Frost By Oreo - Turbo,CO900396768,Frost By Oreo Laureles - Turbo,Laureles,0.4,2700.0,2700.0
